2024-05-28 00:10:09.780 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final

2024-05-28 00:10:09.859 [restartedMain] INFO  com.example.demo.DemoApplication - Starting DemoApplication using Java 21.0.2 with PID 1880 (D:\TestExploraRosa\target\classes started by Julius in D:\TestExploraRosa)

2024-05-28 00:10:09.861 [restartedMain] INFO  com.example.demo.DemoApplication - No active profile set, falling back to 1 default profile: "default"

2024-05-28 00:10:09.958 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\javacv\1.5.6\javacv-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/javacpp-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/openblas-0.3.17-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/opencv-4.5.3-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/ffmpeg-4.4-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/flycapture-2.13.3.31-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/libdc1394-2.2.6-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/libfreenect-0.5.7-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/libfreenect2-0.2.0-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/librealsense-1.12.4-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/librealsense2-2.44.0-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/videoinput-0.200-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/artoolkitplus-2.3.1-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/flandmark-1.07-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/leptonica-1.81.1-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/tesseract-4.1.1-1.5.6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/android-4.1.1.4.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-main-2.3.2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-android-aarch64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-android-armv6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-linux-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-linux-armv6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-linux-armv6hf.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-linux-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-macosx-universal.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-solaris-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-solaris-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-windows-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/gluegen-rt-2.3.2-natives-windows-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-main-2.3.2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-android-aarch64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-android-armv6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-linux-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-linux-armv6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-linux-armv6hf.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-linux-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-macosx-universal.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-solaris-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-solaris-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-windows-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jogl-all-2.3.2-natives-windows-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-main-2.3.2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-android-aarch64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-android-armv6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-linux-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-linux-armv6.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-linux-armv6hf.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-linux-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-macosx-universal.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-solaris-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-solaris-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-windows-amd64.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/jocl-2.3.2-natives-windows-i586.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/javacpp.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/openblas.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/opencv.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/ffmpeg.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/flycapture.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/libdc1394.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/libfreenect.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/libfreenect2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/librealsense.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/librealsense2.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/videoinput.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/artoolkitplus.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/flandmark.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/leptonica.jar,file:/C:/Users/ALI/.m2/repository/org/bytedeco/javacv/1.5.6/tesseract.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\openblas\0.3.17-1.5.6\openblas-0.3.17-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/openblas/0.3.17-1.5.6/javacpp.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\opencv\4.5.3-1.5.6\opencv-4.5.3-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/opencv/4.5.3-1.5.6/javacpp.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\ffmpeg\4.4-1.5.6\ffmpeg-4.4-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/ffmpeg/4.4-1.5.6/javacpp.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\flycapture\2.13.3.31-1.5.6\flycapture-2.13.3.31-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/flycapture/2.13.3.31-1.5.6/javacpp.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\libdc1394\2.2.6-1.5.6\libdc1394-2.2.6-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/libdc1394/2.2.6-1.5.6/javacpp.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\libfreenect\0.5.7-1.5.6\libfreenect-0.5.7-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/libfreenect/0.5.7-1.5.6/javacpp.jar

2024-05-28 00:10:09.959 [restartedMain] INFO  o.s.b.d.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\ALI\.m2\repository\org\bytedeco\libfreenect2\0.2.0-1.5.6\libfreenect2-0.2.0-1.5.6.jar referenced one or more files that do not exist: file:/C:/Users/ALI/.m2/repository/org/bytedeco/libfreenect2/0.2.0-1.5.6/javacpp.jar

